"tipo de juego","game_id/ fecha","equipo_local","equipo_visitante","semana","temporada","estatus _del_juego","marcador_local","marcador_visitante"
"reg","7/19/5527300","PHI","DAL","10","2018","POST","20","27"
"reg","10/16/5527300","SF","NYG","10","2018","POST","23","27"
"reg","8/12/5527301","SEA","GB","11","2018","POST","27","24"
"reg","6/9/5527302","BAL","CIN","11","2018","POST","24","21"
"reg","6/8/5527302","ATL","DAL","11","2018","POST","19","22"
"reg","6/13/5527302","NYG","TB","11","2018","POST","38","35"
"reg","6/18/5527302","JAX","PIT","11","2018","POST","16","20"
"reg","6/14/5527302","WAS","HOU","11","2018","POST","21","23"
"reg","6/12/5527302","IND","TEN","11","2018","POST","38","10"
"reg","6/11/5527302","DET","CAR","11","2018","POST","20","19"
"reg","6/16/5527302","LAC","DEN","11","2018","POST","22","23"
"reg","6/15/5527302","ARI","OAK","11","2018","POST","21","23"
"reg","6/17/5527302","NO","PHI","11","2018","POST","48","7"
"reg","6/10/5527302","CHI","MIN","11","2018","POST","25","20"
"reg","9/16/5527302","LA","KC","11","2018","POST","54","51"
"reg","7/13/5527303","DET","CHI","12","2018","POST","16","23"
"reg","7/14/5527303","DAL","WAS","12","2018","POST","31","23"
"reg","7/15/5527303","NO","ATL","12","2018","POST","31","17"
"reg","5/11/5527304","CIN","CLE","12","2018","POST","20","35"
"reg","5/15/5527304","TB","SF","12","2018","POST","27","9"
"reg","5/9/5527304","BUF","JAX","12","2018","POST","24","21"
"reg","5/8/5527304","BAL","OAK","12","2018","POST","34","17"
"reg","5/10/5527304","CAR","SEA","12","2018","POST","27","30"
"reg","5/13/5527304","NYJ","NE","12","2018","POST","13","27"
"reg","5/14/5527304","PHI","NYG","12","2018","POST","25","22"
"reg","5/16/5527304","LAC","ARI","12","2018","POST","45","10"
"reg","5/12/5527304","IND","MIA","12","2018","POST","27","24"
"reg","5/17/5527304","DEN","PIT","12","2018","POST","24","17"
"reg","5/18/5527304","MIN","GB","12","2018","POST","24","17"
"reg","8/16/5527304","HOU","TEN","12","2018","POST","34","17"
"reg","6/12/5527305","DAL","NO","13","2018","POST","13","10"
"reg","6/7/5527325","ATL","BAL","13","2018","POST","16","26"
"reg","6/16/5527325","TB","CAR","13","2018","POST","24","17"
"reg","6/14/5527325","NYG","CHI","13","2018","POST","30","27"
"reg","6/13/5527325","MIA","BUF","13","2018","POST","21","17"
"reg","6/12/5527325","JAX","IND","13","2018","POST","6","0"
"reg","6/11/5527325","HOU","CLE","13","2018","POST","29","13"
"reg","6/8/5527325","CIN","DEN","13","2018","POST","10","24"
"reg","6/9/5527325","DET","LA","13","2018","POST","16","30"
"reg","6/10/5527325","GB","ARI","13","2018","POST","17","20"
"reg","6/17/5527325","OAK","KC","13","2018","POST","33","40"
"reg","6/18/5527325","TEN","NYJ","13","2018","POST","26","22"
"reg","6/20/5527325","SEA","SF","13","2018","POST","43","16"
"reg","6/19/5527325","NE","MIN","13","2018","POST","24","10"
"reg","6/15/5527325","PIT","LAC","13","2018","POST","30","33"
"reg","9/15/5527325","PHI","WAS","13","2018","POST","28","13"
"reg","7/12/5527326","TEN","JAX","14","2018","POST","30","9"
"reg","5/8/5527327","BUF","NYJ","14","2018","POST","23","27"
"reg","5/16/5527327","WAS","NYG","14","2018","POST","16","40"
"reg","5/15/5527327","TB","NO","14","2018","POST","14","28"
"reg","5/14/5527327","MIA","NE","14","2018","POST","34","33"
"reg","5/13/5527327","KC","BAL","14","2018","POST","27","24"
"reg","5/12/5527327","HOU","IND","14","2018","POST","21","24"
"reg","5/11/5527327","GB","ATL","14","2018","POST","34","20"
"reg","5/10/5527327","CLE","CAR","14","2018","POST","26","20"
"reg","5/18/5527327","SF","DEN","14","2018","POST","20","14"
"reg","5/17/5527327","LAC","CIN","14","2018","POST","26","21"
"reg","5/19/5527327","ARI","DET","14","2018","POST","3","17"
"reg","5/21/5527327","OAK","PIT","14","2018","POST","24","21"
"reg","5/20/5527327","DAL","PHI","14","2018","POST","29","23"
"reg","5/9/5527327","CHI","LA","14","2018","POST","15","6"
"reg","8/16/5527327","SEA","MIN","14","2018","POST","21","7"
"reg","6/11/5527328","KC","LAC","15","2018","POST","28","29"
"reg","12/28/5527328","NYJ","HOU","15","2018","POST","22","29"
"reg","12/29/5527328","DEN","CLE","15","2018","POST","16","17"
"reg","4/10/5527329","CHI","GB","15","2018","POST","24","17"
"reg","4/9/5527329","BUF","DET","15","2018","POST","14","13"
"reg","4/8/5527329","BAL","TB","15","2018","POST","20","12"
"reg","4/7/5527329","ATL","ARI","15","2018","POST","40","14"
"reg","4/11/5527329","CIN","OAK","15","2018","POST","30","16"
"reg","4/15/5527329","NYG","TEN","15","2018","POST","0","17"
"reg","4/14/5527329","MIN","MIA","15","2018","POST","41","17"
"reg","4/13/5527329","JAX","WAS","15","2018","POST","13","16"
"reg","4/12/5527329","IND","DAL","15","2018","POST","23","0"
"reg","4/16/5527329","SF","SEA","15","2018","POST","26","23"
"reg","4/17/5527329","PIT","NE","15","2018","POST","17","10"
"reg","4/18/5527329","LA","PHI","15","2018","POST","23","30"
"reg","7/16/5527329","CAR","NO","15","2018","POST","9","12"
"reg","11/28/5527330","TEN","WAS","16","2018","POST","25","16"
"reg","11/29/5527330","LAC","BAL","16","2018","POST","10","22"
"reg","3/13/5527331","CLE","CIN","16","2018","POST","26","18"
"reg","3/14/5527331","DAL","TB","16","2018","POST","27","20"
"reg","3/15/5527331","DET","MIN","16","2018","POST","9","27"
"reg","3/16/5527331","NE","BUF","16","2018","POST","24","12"
"reg","3/17/5527331","NYJ","GB","16","2018","POST","38","44"
"reg","3/18/5527331","PHI","HOU","16","2018","POST","32","30"
"reg","3/12/5527331","CAR","ATL","16","2018","POST","10","24"
"reg","3/8/5527331","IND","NYG","16","2018","POST","28","27"
"reg","3/10/5527331","MIA","JAX","16","2018","POST","7","17"
"reg","3/19/5527331","ARI","LA","16","2018","POST","9","31"
"reg","3/20/5527331","SF","CHI","16","2018","POST","9","14"
"reg","3/21/5527331","NO","PIT","16","2018","POST","31","28"
"reg","3/22/5527331","SEA","KC","16","2018","POST","38","31"
"reg","6/16/5527331","OAK","DEN","16","2018","POST","27","14"
"reg","2/6/5527333","BUF","MIA","17","2018","POST","42","17"
"reg","2/15/5527333","TB","ATL","17","2018","POST","32","34"
"reg","2/13/5527333","NYG","DAL","17","2018","POST","35","36"
"reg","2/12/5527333","NO","CAR","17","2018","POST","14","33"
"reg","2/11/5527333","NE","NYJ","17","2018","POST","38","3"
"reg","2/8/5527333","HOU","JAX","17","2018","POST","20","3"
"reg","2/7/5527333","GB","DET","17","2018","POST","0","31"
"reg","2/17/5527333","WAS","PHI","17","2018","POST","0","24"
"reg","2/18/5527333","DEN","LAC","17","2018","POST","9","23"
"reg","2/9/5527333","KC","OAK","17","2018","POST","35","3"
"reg","2/10/5527333","MIN","CHI","17","2018","POST","10","24"
"reg","2/5/5527333","BAL","CLE","17","2018","POST","26","24"
"reg","2/19/5527333","LA","SF","17","2018","POST","48","32"
"reg","2/14/5527333","PIT","CIN","17","2018","POST","16","13"
"reg","2/20/5527333","SEA","ARI","17","2018","POST","27","24"
"reg","2/16/5527333","TEN","IND","17","2018","POST","17","33"
"reg","1/9/5529982","CHI","GB","1","2019","POST","3","10"
"reg","11/5/5529982","CAR","LA","1","2019","POST","27","30"
"reg","11/11/5529982","PHI","WAS","1","2019","POST","32","27"
"reg","11/10/5529982","NYJ","BUF","1","2019","POST","16","17"
"reg","11/9/5529982","MIN","ATL","1","2019","POST","28","12"
"reg","11/8/5529982","MIA","BAL","1","2019","POST","10","59"
"reg","11/7/5529982","JAX","KC","1","2019","POST","26","40"
"reg","11/6/5529982","CLE","TEN","1","2019","POST","13","43"
"reg","11/12/5529982","LAC","IND","1","2019","POST","30","24"
"reg","11/13/5529982","SEA","CIN","1","2019","POST","21","20"
"reg","11/16/5529982","TB","SF","1","2019","POST","17","31"
"reg","11/15/5529982","DAL","NYG","1","2019","POST","35","17"
"reg","11/14/5529982","ARI","DET","1","2019","POST","27","27"
"reg","11/17/5529982","NE","PIT","1","2019","POST","33","3"
"reg","2/13/5529983","NO","HOU","1","2019","POST","30","28"
"reg","2/14/5529983","OAK","DEN","1","2019","POST","24","16"
"reg","12/10/5529983","CAR","TB","2","2019","POST","14","20"
"reg","10/5/5529984","BAL","ARI","2","2019","POST","23","17"
"reg","10/14/5529984","WAS","DAL","2","2019","POST","21","31"
"reg","10/13/5529984","TEN","IND","2","2019","POST","17","19"
"reg","10/12/5529984","PIT","SEA","2","2019","POST","26","28"
"reg","10/11/5529984","NYG","BUF","2","2019","POST","14","28"
"reg","10/6/5529984","CIN","SF","2","2019","POST","17","41"
"reg","10/7/5529984","DET","LAC","2","2019","POST","13","10"
"reg","10/8/5529984","GB","MIN","2","2019","POST","21","16"
"reg","10/9/5529984","HOU","JAX","2","2019","POST","13","12"
"reg","10/10/5529984","MIA","NE","2","2019","POST","0","43"
"reg","10/15/5529984","OAK","KC","2","2019","POST","10","28"
"reg","10/17/5529984","LA","NO","2","2019","POST","27","9"
"reg","10/16/5529984","DEN","CHI","2","2019","POST","14","16"
"reg","10/18/5529984","ATL","PHI","2","2019","POST","24","20"
"reg","1/13/5529985","NYJ","CLE","2","2019","POST","3","23"
"reg","11/9/5529985","JAX","TEN","3","2019","POST","20","7"
"reg","9/5/5529986","BUF","CIN","3","2019","POST","21","17"
"reg","9/12/5529986","PHI","DET","3","2019","POST","24","27"
"reg","9/11/5529986","NE","NYJ","3","2019","POST","30","14"
"reg","9/10/5529986","MIN","OAK","3","2019","POST","34","14"
"reg","9/9/5529986","KC","BAL","3","2019","POST","33","28"
"reg","9/8/5529986","IND","ATL","3","2019","POST","27","24"
"reg","9/7/5529986","GB","DEN","3","2019","POST","27","16"
"reg","9/6/5529986","DAL","MIA","3","2019","POST","31","6"
"reg","9/14/5529986","TB","NYG","3","2019","POST","31","32"
"reg","9/13/5529986","ARI","CAR","3","2019","POST","20","38"
"reg","9/17/5529986","SF","PIT","3","2019","POST","24","20"
"reg","9/16/5529986","SEA","NO","3","2019","POST","27","33"
"reg","9/15/5529986","LAC","HOU","3","2019","POST","20","27"
"reg","9/18/5529986","CLE","LA","3","2019","POST","13","20"
"reg","12/14/5529986","WAS","CHI","3","2019","POST","15","31"
"reg","10/10/5529987","GB","PHI","4","2019","POST","27","34"
"reg","8/5/5529988","ATL","TEN","4","2019","POST","10","24"
"reg","8/12/5529988","NYG","WAS","4","2019","POST","24","3"
"reg","8/11/5529988","MIA","LAC","4","2019","POST","10","30"
"reg","8/10/5529988","IND","OAK","4","2019","POST","24","31"
"reg","8/9/5529988","HOU","CAR","4","2019","POST","10","16"
"reg","8/8/5529988","DET","KC","4","2019","POST","30","34"
"reg","8/6/5529988","BAL","CLE","4","2019","POST","25","40"
"reg","8/7/5529988","BUF","NE","4","2019","POST","10","16"
"reg","8/14/5529988","LA","TB","4","2019","POST","40","55"
"reg","8/13/5529988","ARI","SEA","4","2019","POST","10","27"
"reg","8/15/5529988","CHI","MIN","4","2019","POST","16","6"
"reg","8/16/5529988","DEN","JAX","4","2019","POST","24","26"
"reg","8/17/5529988","NO","DAL","4","2019","POST","12","10"
"reg","11/13/5529988","PIT","CIN","4","2019","POST","27","3"
"reg","11/8/5530008","SEA","LA","5","2019","POST","30","29"
"reg","9/4/5530009","CAR","JAX","5","2019","POST","34","27"
"reg","9/13/5530009","WAS","NE","5","2019","POST","7","33"
"reg","9/12/5530009","TEN","BUF","5","2019","POST","7","14"
"reg","9/11/5530009","PIT","BAL","5","2019","POST","23","26"
"reg","9/5/5530009","CIN","ARI","5","2019","POST","23","26"
"reg","9/6/5530009","HOU","ATL","5","2019","POST","53","32"
"reg","9/7/5530009","NO","TB","5","2019","POST","31","24"
"reg","9/8/5530009","NYG","MIN","5","2019","POST","10","28"
"reg","9/9/5530009","OAK","CHI","5","2019","POST","24","21"
"reg","9/10/5530009","PHI","NYJ","5","2019","POST","31","6"
"reg","9/14/5530009","LAC","DEN","5","2019","POST","13","20"
"reg","9/15/5530009","DAL","GB","5","2019","POST","24","34"
"reg","9/16/5530009","KC","IND","5","2019","POST","13","19"
"reg","12/13/5530009","SF","CLE","5","2019","POST","31","3"
"reg","10/9/5530010","NE","NYG","6","2019","POST","35","14"
"reg","8/5/5530011","TB","CAR","6","2019","POST","26","37"
"reg","8/10/5530011","MIA","WAS","6","2019","POST","16","17"
"reg","8/11/5530011","MIN","PHI","6","2019","POST","38","20"
"reg","8/9/5530011","KC","HOU","6","2019","POST","24","31"
"reg","8/8/5530011","JAX","NO","6","2019","POST","6","13"
"reg","8/7/5530011","CLE","SEA","6","2019","POST","28","32"
"reg","8/6/5530011","BAL","CIN","6","2019","POST","23","17"
"reg","8/13/5530011","LA","SF","6","2019","POST","7","20"
"reg","8/12/5530011","ARI","ATL","6","2019","POST","34","33"
"reg","8/15/5530011","NYJ","DAL","6","2019","POST","24","22"
"reg","8/14/5530011","DEN","TEN","6","2019","POST","16","0"
"reg","8/16/5530011","LAC","PIT","6","2019","POST","17","24"
"reg","11/13/5530011","GB","DET","6","2019","POST","23","22"
"reg","9/8/5530012","DEN","KC","7","2019","POST","6","30"
"reg","7/6/5530013","BUF","MIA","7","2019","POST","31","21"
"reg","7/7/5530013","CIN","JAX","7","2019","POST","17","27"
"reg","7/8/5530013","DET","MIN","7","2019","POST","30","42"
"reg","7/9/5530013","GB","OAK","7","2019","POST","42","24"
"reg","7/5/5530013","ATL","LA","7","2019","POST","10","37"
"reg","7/10/5530013","IND","HOU","7","2019","POST","30","23"
"reg","7/12/5530013","WAS","SF","7","2019","POST","0","9"
"reg","7/11/5530013","NYG","ARI","7","2019","POST","21","27"
"reg","7/13/5530013","TEN","LAC","7","2019","POST","23","20"
"reg","7/14/5530013","CHI","NO","7","2019","POST","25","36"
"reg","7/15/5530013","SEA","BAL","7","2019","POST","16","30"
"reg","7/16/5530013","DAL","PHI","7","2019","POST","37","10"
"reg","10/13/5530013","NYJ","NE","7","2019","POST","0","33"
"reg","8/9/5530014","MIN","WAS","8","2019","POST","19","9"
"reg","6/5/5530015","ATL","SEA","8","2019","POST","20","27"
"reg","6/15/5530015","IND","DEN","8","2019","POST","15","13"
"reg","6/13/5530015","TEN","TB","8","2019","POST","27","23"
"reg","6/12/5530015","NO","ARI","8","2019","POST","31","9"
"reg","6/11/5530015","LA","CIN","8","2019","POST","24","10"
"reg","6/6/5530015","BUF","PHI","8","2019","POST","13","31"
"reg","6/7/5530015","CHI","LAC","8","2019","POST","16","17"
"reg","6/8/5530015","DET","NYG","8","2019","POST","31","26"
"reg","6/10/5530015","JAX","NYJ","8","2019","POST","29","15"
"reg","6/14/5530015","SF","CAR","8","2019","POST","51","13"
"reg","6/9/5530015","HOU","OAK","8","2019","POST","27","24"
"reg","6/16/5530015","NE","CLE","8","2019","POST","27","13"
"reg","6/17/5530015","KC","GB","8","2019","POST","24","31"
"reg","9/13/5530015","PIT","MIA","8","2019","POST","27","14"
"reg","7/9/5530016","ARI","SF","9","2019","POST","25","28"
"reg","3/26/5530036","JAX","HOU","9","2019","POST","3","26"
"reg","3/31/5530036","PHI","CHI","9","2019","POST","22","14"
"reg","4/1/5530036","PIT","IND","9","2019","POST","26","24"
"reg","3/30/5530036","MIA","NYJ","9","2019","POST","26","18"
"reg","3/29/5530036","KC","MIN","9","2019","POST","26","23"
"reg","3/28/5530036","CAR","TEN","9","2019","POST","30","20"
"reg","3/27/5530036","BUF","WAS","9","2019","POST","24","9"
"reg","4/3/5530036","SEA","TB","9","2019","POST","40","34"
"reg","4/2/5530036","OAK","DET","9","2019","POST","31","24"
"reg","4/5/5530036","LAC","GB","9","2019","POST","26","11"
"reg","4/4/5530036","DEN","CLE","9","2019","POST","24","19"
"reg","4/6/5530036","BAL","NE","9","2019","POST","37","20"
"reg","7/4/5530036","NYG","DAL","9","2019","POST","18","37"
"reg","4/30/5530037","OAK","LAC","10","2019","POST","26","24"
"reg","2/25/5530038","CIN","BAL","10","2019","POST","13","49"
"reg","2/26/5530038","CLE","BUF","10","2019","POST","19","16"
"reg","2/24/5530038","CHI","DET","10","2019","POST","20","13"
"reg","3/1/5530038","NYJ","NYG","10","2019","POST","34","27"
"reg","3/3/5530038","TEN","KC","10","2019","POST","35","32"
"reg","3/2/5530038","TB","ARI","10","2019","POST","30","27"
"reg","2/28/5530038","NO","ATL","10","2019","POST","9","26"
"reg","3/4/5530038","IND","MIA","10","2019","POST","12","16"
"reg","3/5/5530038","PIT","LA","10","2019","POST","17","12"
"reg","2/27/5530038","GB","CAR","10","2019","POST","24","16"
"reg","3/6/5530038","DAL","MIN","10","2019","POST","24","28"
"reg","6/4/5530038","SF","SEA","10","2019","POST","24","27"
"reg","3/31/5530039","CLE","PIT","11","2019","POST","21","7"
"reg","1/26/5530040","CAR","ATL","11","2019","POST","3","29"
"reg","1/27/5530040","DET","DAL","11","2019","POST","27","35"
"reg","1/28/5530040","IND","JAX","11","2019","POST","33","13"
"reg","1/29/5530040","MIA","BUF","11","2019","POST","20","37"
"reg","1/25/5530040","BAL","HOU","11","2019","POST","41","7"
"reg","1/30/5530040","MIN","DEN","11","2019","POST","27","23"
"reg","2/1/5530040","WAS","NYJ","11","2019","POST","17","34"
"reg","1/31/5530040","TB","NO","11","2019","POST","17","34"
"reg","2/2/5530040","SF","ARI","11","2019","POST","36","26"
"reg","2/3/5530040","OAK","CIN","11","2019","POST","17","10"
"reg","2/4/5530040","PHI","NE","11","2019","POST","10","17"
"reg","2/5/5530040","LA","CHI","11","2019","POST","17","7"
"reg","5/4/5530040","LAC","KC","11","2019","POST","17","24"
"reg","2/28/5530041","HOU","IND","12","2019","POST","20","17"
"reg","12/26/5530041","BUF","DEN","12","2019","POST","20","3"
"reg","12/27/5530041","CHI","NYG","12","2019","POST","19","14"
"reg","12/28/5530041","CIN","PIT","12","2019","POST","10","16"
"reg","12/29/5530041","CLE","MIA","12","2019","POST","41","24"
"reg","12/25/5530041","ATL","TB","12","2019","POST","22","35"
"reg","12/30/5530041","NO","CAR","12","2019","POST","34","31"
"reg","1/5/5530042","PHI","SEA","12","2019","POST","9","17"
"reg","1/1/5530042","WAS","DET","12","2019","POST","19","16"
"reg","12/31/5530041","NYJ","OAK","12","2019","POST","34","3"
"reg","1/2/5530042","TEN","JAX","12","2019","POST","42","20"
"reg","1/3/5530042","NE","DAL","12","2019","POST","13","9"
"reg","1/4/5530042","SF","GB","12","2019","POST","37","8"
"reg","4/4/5530042","LA","BAL","12","2019","POST","6","45"
"reg","1/29/5530043","DET","CHI","13","2019","POST","20","24"
"reg","1/30/5530043","DAL","BUF","13","2019","POST","15","26"
"reg","1/31/5530043","ATL","NO","13","2019","POST","18","26"
"reg","1/27/5530063","IND","TEN","13","2019","POST","17","31"
"reg","1/26/5530063","CIN","NYJ","13","2019","POST","22","6"
"reg","1/25/5530063","CAR","WAS","13","2019","POST","21","29"
"reg","1/24/5530063","BAL","SF","13","2019","POST","20","17"
"reg","1/28/5530063","JAX","TB","13","2019","POST","11","28"
"reg","2/3/5530063","PIT","CLE","13","2019","POST","20","13"
"reg","1/31/5530063","NYG","GB","13","2019","POST","13","31"
"reg","1/30/5530063","MIA","PHI","13","2019","POST","37","31"
"reg","2/1/5530063","ARI","LA","13","2019","POST","7","34"
"reg","2/2/5530063","DEN","LAC","13","2019","POST","23","20"
"reg","1/29/5530063","KC","OAK","13","2019","POST","40","9"
"reg","2/4/5530063","HOU","NE","13","2019","POST","28","22"
"reg","5/4/5530063","SEA","MIN","13","2019","POST","37","30"
"reg","2/28/5530064","CHI","DAL","14","2019","POST","31","24"
"reg","12/24/5530064","ATL","CAR","14","2019","POST","40","20"
"reg","1/1/5530065","TB","IND","14","2019","POST","38","35"
"reg","12/31/5530064","NYJ","MIA","14","2019","POST","22","21"
"reg","12/30/5530064","NO","SF","14","2019","POST","46","48"
"reg","12/29/5530064","MIN","DET","14","2019","POST","20","7"
"reg","12/28/5530064","HOU","DEN","14","2019","POST","24","38"
"reg","12/25/5530064","BUF","BAL","14","2019","POST","17","24"
"reg","12/26/5530064","CLE","CIN","14","2019","POST","27","19"
"reg","12/27/5530064","GB","WAS","14","2019","POST","20","15"
"reg","1/2/5530065","JAX","LAC","14","2019","POST","10","45"
"reg","1/3/5530065","ARI","PIT","14","2019","POST","17","23"
"reg","1/5/5530065","OAK","TEN","14","2019","POST","21","42"
"reg","1/4/5530065","NE","KC","14","2019","POST","16","23"
"reg","1/6/5530065","LA","SEA","14","2019","POST","28","12"
"reg","4/3/5530065","PHI","NYG","14","2019","POST","23","17"
"reg","1/28/5530066","BAL","NYJ","15","2019","POST","42","21"
"reg","11/25/5530066","CIN","NE","15","2019","POST","13","34"
"reg","11/26/5530066","DET","TB","15","2019","POST","17","38"
"reg","12/1/5530066","TEN","HOU","15","2019","POST","21","24"
"reg","11/28/5530066","KC","DEN","15","2019","POST","23","3"
"reg","11/29/5530066","NYG","MIA","15","2019","POST","36","20"
"reg","12/2/5530066","WAS","PHI","15","2019","POST","27","37"
"reg","11/24/5530066","CAR","SEA","15","2019","POST","24","30"
"reg","11/27/5530066","GB","CHI","15","2019","POST","21","13"
"reg","12/7/5530066","LAC","MIN","15","2019","POST","10","39"
"reg","12/4/5530066","OAK","JAX","15","2019","POST","16","20"
"reg","12/3/5530066","ARI","CLE","15","2019","POST","38","24"
"reg","12/5/5530066","DAL","LA","15","2019","POST","44","21"
"reg","12/6/5530066","SF","ATL","15","2019","POST","22","29"
"reg","11/30/5530066","PIT","BUF","15","2019","POST","10","17"
"reg","3/4/5530067","NO","IND","15","2019","POST","34","7"
"reg","7/16/5530068","TB","HOU","16","2019","POST","20","23"
"reg","7/17/5530068","NE","BUF","16","2019","POST","24","17"
"reg","7/18/5530068","SF","LA","16","2019","POST","34","31"
"reg","11/1/5530068","MIA","CIN","16","2019","POST","38","35"
"reg","11/2/5530068","NYJ","PIT","16","2019","POST","16","10"
"reg","11/4/5530068","WAS","NYG","16","2019","POST","35","41"
"reg","10/31/5530068","IND","CAR","16","2019","POST","38","6"
"reg","10/30/5530068","CLE","BAL","16","2019","POST","15","31"
"reg","10/29/5530068","ATL","JAX","16","2019","POST","24","12"
"reg","11/3/5530068","TEN","NO","16","2019","POST","28","38"
"reg","10/25/5530068","LAC","OAK","16","2019","POST","17","24"
"reg","10/24/5530068","DEN","DET","16","2019","POST","27","17"
"reg","11/6/5530068","SEA","ARI","16","2019","POST","13","27"
"reg","11/5/5530068","PHI","DAL","16","2019","POST","17","9"
"reg","11/7/5530068","CHI","KC","16","2019","POST","3","26"
"reg","2/1/5530069","MIN","GB","16","2019","POST","10","23"
"reg","9/27/5530070","CIN","CLE","17","2019","POST","33","23"
"reg","10/4/5530070","NE","MIA","17","2019","POST","24","27"
"reg","10/3/5530070","MIN","CHI","17","2019","POST","19","21"
"reg","10/2/5530070","KC","LAC","17","2019","POST","31","21"
"reg","9/25/5530070","BUF","NYJ","17","2019","POST","6","13"
"reg","9/29/5530070","DET","GB","17","2019","POST","20","23"
"reg","9/26/5530070","CAR","NO","17","2019","POST","10","42"
"reg","10/6/5530070","TB","ATL","17","2019","POST","22","28"
"reg","10/5/5530070","NYG","PHI","17","2019","POST","17","34"
"reg","9/30/5530070","HOU","TEN","17","2019","POST","14","35"
"reg","9/28/5530070","DAL","WAS","17","2019","POST","47","16"
"reg","9/24/5530070","BAL","PIT","17","2019","POST","28","10"
"reg","10/1/5530070","JAX","IND","17","2019","POST","38","20"
"reg","10/7/5530070","DEN","OAK","17","2019","POST","16","15"
"reg","10/8/5530070","LA","ARI","17","2019","POST","31","24"
"reg","10/9/5530070","SEA","SF","17","2019","POST","21","26"
"reg","9/9/2021","TB","DAL","1","2021","POST","31","29"
"reg","12/9/2021","ATL","PHI","1","2021","POST","6","32"
"reg","12/9/2021","BUF","PIT","1","2021","POST","16","23"
"reg","12/9/2021","CAR","NYJ","1","2021","POST","19","14"
"reg","12/9/2021","CIN","MIN","1","2021","POST","27","24"
"reg","12/9/2021","DET","SF","1","2021","POST","33","41"
"reg","12/9/2021","HOU","JAX","1","2021","POST","37","21"
"reg","12/9/2021","IND","SEA","1","2021","POST","16","28"
"reg","12/9/2021","KC","CLE","1","2021","POST","33","29"
"reg","12/9/2021","LA","CHI","1","2021","POST","34","14"
"reg","12/9/2021","NE","MIA","1","2021","POST","16","17"
"reg","12/9/2021","NO","GB","1","2021","POST","38","3"
"reg","12/9/2021","NYG","DEN","1","2021","POST","13","27"
"reg","12/9/2021","TEN","ARI","1","2021","POST","13","38"
"reg","12/9/2021","WAS","LAC","1","2021","POST","16","20"
"reg","9/13/2021","OAK","BAL","1","2021","POST","33","27"
"reg","9/16/2021","WAS","NYG","2","2021","POST","30","29"
"reg","9/19/2021","ARI","MIN","2","2021","POST","34","33"
"reg","9/19/2021","BAL","KC","2","2021","POST","36","35"
"reg","9/19/2021","CAR","NO","2","2021","POST","26","7"
"reg","9/19/2021","CHI","CIN","2","2021","POST","20","17"
"reg","9/19/2021","CLE","HOU","2","2021","POST","31","21"
"reg","9/19/2021","IND","LA","2","2021","POST","24","27"
"reg","9/19/2021","JAX","DEN","2","2021","POST","13","23"
"reg","9/19/2021","LAC","DAL","2","2021","POST","17","20"
"reg","9/19/2021","MIA","BUF","2","2021","POST","0","35"
"reg","9/19/2021","NYJ","NE","2","2021","POST","6","25"
"reg","9/19/2021","PHI","SF","2","2021","POST","11","17"
"reg","9/19/2021","PIT","OAK","2","2021","POST","17","26"
"reg","9/19/2021","SEA","TEN","2","2021","POST","30","33"
"reg","9/19/2021","TB","ATL","2","2021","POST","48","25"
"reg","9/20/2021","GB","DET","2","2021","POST","35","17"
"reg","9/23/2021","HOU","CAR","3","2021","POST","9","24"
"reg","9/26/2021","BUF","WAS","3","2021","POST","43","21"
"reg","9/26/2021","CLE","CHI","3","2021","POST","26","6"
"reg","9/26/2021","DEN","NYJ","3","2021","POST","26","0"
"reg","9/26/2021","DET","BAL","3","2021","POST","17","19"
"reg","9/26/2021","JAX","ARI","3","2021","POST","19","31"
"reg","9/26/2021","KC","LAC","3","2021","POST","24","30"
"reg","9/26/2021","OAK","MIA","3","2021","POST","31","28"
"reg","9/26/2021","LA","TB","3","2021","POST","34","24"
"reg","9/26/2021","MIN","SEA","3","2021","POST","30","17"
"reg","9/26/2021","NE","NO","3","2021","POST","13","28"
"reg","9/26/2021","NYG","ATL","3","2021","POST","14","17"
"reg","9/26/2021","PIT","CIN","3","2021","POST","10","24"
"reg","9/26/2021","SF","GB","3","2021","POST","28","30"
"reg","9/26/2021","TEN","IND","3","2021","POST","25","16"
"reg","9/27/2021","DAL","PHI","3","2021","POST","41","21"
"reg","9/30/2021","CIN","JAX","4","2021","POST","24","21"
"reg","3/10/2021","ATL","WAS","4","2021","POST","30","34"
"reg","3/10/2021","BUF","HOU","4","2021","POST","40","0"
"reg","3/10/2021","CHI","DET","4","2021","POST","24","14"
"reg","3/10/2021","DAL","CAR","4","2021","POST","36","28"
"reg","3/10/2021","DEN","BAL","4","2021","POST","7","23"
"reg","3/10/2021","GB","PIT","4","2021","POST","27","17"
"reg","3/10/2021","LA","ARI","4","2021","POST","20","37"
"reg","3/10/2021","MIA","IND","4","2021","POST","17","27"
"reg","3/10/2021","MIN","CLE","4","2021","POST","7","14"
"reg","3/10/2021","NE","TB","4","2021","POST","17","19"
"reg","3/10/2021","NO","NYG","4","2021","POST","21","27"
"reg","3/10/2021","NYJ","TEN","4","2021","POST","27","24"
"reg","3/10/2021","PHI","KC","4","2021","POST","30","42"
"reg","3/10/2021","SF","SEA","4","2021","POST","21","28"
"reg","4/10/2021","LAC","OAK","5","2021","POST","28","14"
